,cell_number,concave_regularity,brittleness,sample
AL189T_214,3.61091791264422,0.0994330188274599,0.834787974522719,AL189T
AL189T_215,3.80666248977032,0.386986360683531,0.824390669671423,AL189T
AL189T_216,3.76120011569356,0.275385640429682,0.882010427926058,AL189T
AL189T_217,3.52636052461616,0.308860937465113,0.81415141964149,AL189T
AL189T_218,3.76120011569356,0.505456550582501,0.974722157997992,AL189T
AL189T_219,3.43398720448515,0.0928724753718477,0.859940766201638,AL189T
AL189T_220,3.63758615972639,0.109874589483259,0.575665369455938,AL189T
AL189T_221,3.49650756146648,0.19304705471107,0.869032844591699,AL189T
AL189T_222,4.15888308335967,0.0715178364085847,0.72218483246821,AL189T
AL189T_223,3.55534806148941,0.401022850551143,0.923834003298038,AL189T
AL189T_224,3.66356164612965,0.259376028128255,0.833851734371472,AL189T
AL189T_225,3.58351893845611,0.202939596520491,0.858919177168387,AL189T
AL189T_226,3.49650756146648,0.617351205303562,0.96746163046321,AL189T
AL189T_227,4.0943445622221,0.277841062567429,0.803539064301411,AL189T
AL189T_228,3.61091791264422,0.32665360313088,0.889834702252991,AL189T
AL189T_229,3.68887945411394,0.562581520745648,0.9334876335546,AL189T
AL189T_230,3.91202300542815,0.306981491023677,0.84506005721759,AL189T
AL189T_231,3.49650756146648,0.274286346171712,0.933214978110769,AL189T
AL189T_232,3.63758615972639,0.362259130371634,0.931920213579539,AL189T
AL189T_233,3.52636052461616,0.447416440707131,0.933125912526205,AL189T
AL189T_234,3.58351893845611,0.186905322492239,0.73424483282286,AL189T
AL189T_235,3.71357206670431,0.254389973001184,0.753427887352634,AL189T
AL189T_236,3.52636052461616,0.576850614825933,0.941171001040057,AL189T
AL189T_237,3.52636052461616,0.296329851545166,0.868859958394534,AL189T
AL189T_238,3.58351893845611,0.246405302832258,0.738705544934507,AL189T
AL189T_239,3.43398720448515,0.208981276253208,0.830990733964349,AL189T
AL189T_240,3.78418963391826,0.0514539384800677,0.532954941134325,AL189T
AL189T_241,3.49650756146648,0.509132367373021,0.909698954262577,AL189T
AL189T_242,3.61091791264422,0.135843149718048,0.838963922005694,AL189T
AL189T_243,3.49650756146648,0.197108472260796,0.682901917553095,AL189T
AL189T_244,3.49650756146648,0.1660534607447,0.697892015050409,AL189T
AL189T_245,3.46573590279973,0.322372853293448,0.858480871351704,AL189T
AL189T_246,3.43398720448515,0.46023465364649,0.958706606033979,AL189T
AM010_1,7.14755927118945,0.249116164639163,0.721727453614726,AM010
AM010_2,7.08757370555797,0.0907981225970963,0.641285381189699,AM010
AM010_3,6.65286302935335,0.248464369515181,0.704712236070549,AM010
AM010_4,6.61069604471776,0.133939583664627,0.755634382204063,AM010
AM010_5,6.64509096950564,0.160088217171709,0.740672541690864,AM010
AM010_6,6.58340922215876,0.206713590395244,0.69404742839966,AM010
AM010_7,6.57088296233958,0.0346189623023839,0.686797354289679,AM010
AM010_8,6.67708346124714,0.303509409684098,0.771850355077673,AM010
AM010_9,6.30809844150953,0.233892368522707,0.726840187580761,AM010
AM010_10,6.52795791762255,0.170066652669244,0.753407763047367,AM010
AM010_11,6.4118182677099,0.136508231177956,0.66143969983618,AM010
AM010_12,6.59441345974978,0.434462072180141,0.744693979751539,AM010
AM010_13,6.41345895716736,0.0338783787527301,0.591463962108062,AM010
AM010_14,6.41345895716736,0.0630347151621702,0.640353230919968,AM010
AM010_15,6.07764224334903,0.204806538206566,0.613111179156784,AM010
AM010_16,6.48768401848461,0.0453229197126362,0.681349751968491,AM010
AM010_17,6.39359075395063,0.0394521596704945,0.728517208129668,AM010
AM010_18,6.36818718635049,0.119035412368174,0.774221085883982,AM010
AM010_19,6.23832462503951,0.460896087891904,0.749088763350664,AM010
AM010_20,6.38012253689976,0.203199124044842,0.724720772601672,AM010
AM010_21,6.35262939631957,0.168801863796904,0.732167554487542,AM010
AM010_22,6.0913098820777,0.215018427394081,0.742279219944391,AM010
AM010_23,6.16331480403464,0.335124936390502,0.809926462306764,AM010
AM010_24,5.95324333428778,0.170823933691003,0.733688343241308,AM010
AM010_25,6.14203740558736,0.104022983323318,0.608475744439215,AM010
AM010_26,6.24804287450843,0.049390283693392,0.71386480161871,AM010
AM010_27,5.73009978297357,0.0186734580111508,0.767560054395747,AM010
AM010_28,6.07534603108868,0.387780493226297,0.772223776085699,AM010
AM010_29,6.22653666928747,0.420492182491263,0.843514916008016,AM010
AM010_30,5.98393628068719,0.357303716662996,0.776338739648978,AM010
AM010_31,5.68017260901707,0.0910837509424699,0.678939765703795,AM010
AM010_32,6.12905021006055,0.181170408358187,0.649803809307232,AM010
AM010_33,6.07304453410041,0.137366355512098,0.683874067907015,AM010
AM010_34,6.11146733950268,0.268264642657444,0.732375921733874,AM010
AM010_35,6.13772705408623,0.309484886213042,0.736062888901268,AM010
AM010_36,5.74620319054015,0.0661731308800188,0.581157958658951,AM010
AM010_37,5.91620206260743,0.0647102132614363,0.624809369953188,AM010
AM010_38,6.07764224334903,0.0474366851028412,0.601231105971498,AM010
AM010_39,5.99645208861902,0.201360426326182,0.744361918676169,AM010
AM010_40,6.03068526026126,0.177671590153271,0.7429727989993,AM010
AM010_41,5.90263333340137,0.217308717552584,0.651728843943702,AM010
AM010_42,6.08221891037645,0.313935961705255,0.839998707205734,AM010
AM010_43,5.77765232322266,0.0158733953875219,0.572533552402144,AM010
AM010_44,6.23441072571837,0.528762740830925,0.839725537850854,AM010
AM010_45,5.94017125272043,0.336580082482778,0.728563410760074,AM010
AM010_46,5.78382518232974,0.346776290357585,0.777884969507385,AM010
AM010_47,6.09582456243222,0.657918256906389,0.881035797026028,AM010
AM010_48,5.85793315448346,0.313047509957892,0.756232389129939,AM010
AM010_49,5.98141421125448,0.388662930930659,0.78621229044109,AM010
AM010_50,5.72031177660741,0.0755036336150246,0.613166716540369,AM010
AM010_51,5.64897423816121,0.136242910273932,0.603275277886722,AM010
AM010_52,5.57594910314632,0.00355207726890446,0.707082502276625,AM010
AM010_53,5.87211778947542,0.500548045491369,0.874907306918599,AM010
AM010_54,5.65599181081985,0.0684270606285055,0.591818721558654,AM010
AM010_55,5.87773578177964,0.132144718913722,0.788988049952523,AM010
AM010_56,5.6021188208797,0.189149822687457,0.718169551032936,AM010
AM010_57,5.82894561761021,0.393438736518438,0.859872532295254,AM010
AM010_58,5.37989735354046,0.0653873559175465,0.690706565833399,AM010
AM010_59,5.65948221575962,0.104140718865037,0.574504834569068,AM010
AM010_60,5.63478960316925,0.213025407626487,0.783777216523092,AM010
AM010_61,5.3890717298165,0.0826936188141813,0.572956667771216,AM010
AM010_62,5.76519110278484,0.314904344686708,0.725257062067809,AM010
AM010_63,5.56068163101553,0.202084806554542,0.724193948807837,AM010
AM010_64,5.23644196282995,0.0734913127161383,0.694229089040407,AM010
AM010_65,5.80211837537706,0.211858671539818,0.736942055933813,AM010
AM010_66,5.43372200355424,0.0647739665218357,0.64050248456782,AM010
AM010_67,5.52942908751142,0.274428944592694,0.69865466292264,AM010
AM010_68,5.74300318780948,0.0413331567051987,0.719414502201312,AM010
AM010_69,5.44241771052179,0.0887933426112153,0.637464654877595,AM010
AM010_70,5.38449506278909,0.121384988949036,0.559671068101889,AM010
AM010_71,5.68357976733868,0.511786189797946,0.896536095247045,AM010
AM010_72,5.37989735354046,0.064264462535675,0.69065772617318,AM010
AM010_73,5.62040086571715,0.559631744124317,0.896606395704221,AM010
AM010_74,5.4971682252932,0.170743933949806,0.752987893618608,AM010
AM010_75,5.20948615284142,0.124477543814959,0.6616863402692,AM010
AM010_76,5.4510384535657,0.0671470690082252,0.6980067084767,AM010
AM010_77,5.52545293913178,0.418166615856213,0.824044756901021,AM010
AM010_78,5.30330490805908,0.161908303738044,0.59908424867606,AM010
AM010_79,5.4971682252932,0.439216575162425,0.825527504703264,AM010
AM010_80,5.54907608489522,0.533304799795504,0.928822024356333,AM010
AM010_81,5.47646355193151,0.316746292327257,0.74411809474617,AM010
AM010_82,5.40267738187228,0.122534434189723,0.716862173317976,AM010
AM010_83,4.85203026391962,0.258366476386556,0.678393930244726,AM010
AM010_84,5.00394630594546,0.140799113989875,0.66432834022627,AM010
AM010_85,5.63121178182137,0.278157573364229,0.857917694429641,AM010
AM010_86,5.18178355029209,0.177411990647689,0.645618082539971,AM010
AM010_87,5.30826769740121,0.350470150933661,0.678667053781883,AM010
AM010_88,5.37527840768417,0.255334709454379,0.802479783930593,AM010
AM010_89,5.32787616878958,0.206191907132205,0.737255897658775,AM010
AM010_90,5.37063802812766,0.270098679616169,0.738419735280486,AM010
AM010_91,5.10594547390058,0.15876326903538,0.714533354037419,AM010
AM010_92,5.2040066870768,0.0350156311782862,0.59727614373639,AM010
AM010_93,5.37063802812766,0.466097784038348,0.90533480685552,AM010
AM010_94,5.29330482472449,0.407842205537161,0.867622301264159,AM010
AM010_95,5.11198778835654,0.291272212866147,0.751791733988618,AM010
AM010_96,5.08759633523238,0.231290436208444,0.756549523128245,AM010
AM010_97,5.30330490805908,0.484240070031937,0.918258846039869,AM010
AM010_98,4.97673374242057,0.12939641819313,0.779578074571233,AM010
AM010_99,5.33271879326537,0.385285724369848,0.821718142479543,AM010
AM010_100,4.83628190695148,0.00839246039312874,0.787031930514169,AM010
AM010_101,5.33753807970132,0.366214067831391,0.905639111315487,AM010
AM010_102,4.85203026391962,0.0802034989968405,0.588931449246846,AM010
AM010_103,4.94875989037817,0.266700594782698,0.622736876980338,AM010
AM010_104,5.17614973257383,0.286215057294553,0.797723238827033,AM010
AM010_105,5.14166355650266,0.245075069336991,0.869475507390163,AM010
AM010_106,5.04342511691925,0.37201417530997,0.764007046908021,AM010
AM010_107,5.10594547390058,0.0372778966925495,0.737664667572425,AM010
AM010_108,5.00394630594546,0.118743332687507,0.772912969655716,AM010
AM010_109,5.07517381523383,0.298352372237511,0.790358571464801,AM010
AM010_110,4.99043258677874,0.253572412537834,0.742430275091324,AM010
AM010_111,5.02388052084628,0.174599026361622,0.821080431094228,AM010
AM010_112,4.70048036579242,0.194397425076119,0.832897319338234,AM010
AM010_113,4.96284463025991,0.120293732778773,0.734793700137731,AM010
AM010_114,4.99721227376411,0.348976127083254,0.83235283146601,AM010
AM010_115,4.99721227376411,0.205691246959925,0.805239363823779,AM010
AM010_116,4.96284463025991,0.134485218698585,0.7086030762905,AM010
AM010_117,4.75359019110636,0.0879122051428987,0.664535473515046,AM010
AM010_118,5.00394630594546,0.303510044775533,0.743818598046491,AM010
AM010_119,5.07517381523383,0.38123079776605,0.900663467455865,AM010
AM010_120,5.04342511691925,0.352487146854171,0.800657000230955,AM010
AM010_121,4.9416424226093,0.376548529180789,0.79173668895102,AM010
AM010_122,4.969813299576,0.141837809820121,0.792200588365257,AM010
AM010_123,4.88280192258637,0.162367220990479,0.642658345126575,AM010
AM010_124,5.0998664278242,0.279538647127266,0.776689662232122,AM010
AM010_125,4.86753445045558,0.136154515037756,0.730654389356153,AM010
AM010_126,4.8283137373023,0.146965034028776,0.706651905213734,AM010
AM010_127,4.85981240436167,0.205563907042283,0.709296436615379,AM010
AM010_128,4.74493212836325,0.116245050458297,0.750544469164733,AM010
AM010_129,4.71849887129509,0.0974726452298275,0.574898496324551,AM010
AM010_130,4.21950770517611,0.258922498912756,0.658006044379768,AM010
AM010_131,4.78749174278205,0.379771741552595,0.856214160766489,AM010
AM010_132,4.91998092582813,0.483697139195499,0.912525547442011,AM010
AM010_133,5.01063529409626,0.457849049797973,0.871477915574834,AM010
AM010_134,3.91202300542815,0.091714639381475,0.620479052821941,AM010
AM010_135,4.81218435537242,0.326391682862816,0.818711936637103,AM010
AM010_136,4.76217393479776,0.116504908127687,0.718277479767481,AM010
AM010_137,4.70048036579242,0.128615166890839,0.61125482341098,AM010
AM010_138,4.77912349311153,0.313623463244127,0.889097593032367,AM010
AM010_139,4.88280192258637,0.556264115008311,0.931304404328066,AM010
AM010_140,5.02388052084628,0.135369109227068,0.819811534557705,AM010
AM010_141,4.59511985013459,0.12352226967066,0.742575504392955,AM010
AM010_142,5.03043792139244,0.275193377694193,0.77038132406403,AM010
AM010_143,4.8283137373023,0.259065314980981,0.881614324257926,AM010
AM010_144,4.86753445045558,0.378387449034502,0.927631916059489,AM010
AM010_145,4.71849887129509,0.00950571039229717,0.715059331332792,AM010
AM010_146,4.70953020131233,0.272138768930137,0.866575400527726,AM010
AM010_147,4.61512051684126,0.339016162160439,0.689166472286755,AM010
AM010_148,4.24849524204936,0.152040695277694,0.755439362510455,AM010
AM010_149,4.57471097850338,0.50933695874289,0.869310041510718,AM010
AM010_150,4.98360662170834,0.276569505731907,0.79481376562699,AM010
AM010_151,4.47733681447821,0.21691517324299,0.720829774645997,AM010
AM010_152,4.68213122712422,0.350945668028471,0.833841587300646,AM010
AM010_153,4.47733681447821,0.154728491544336,0.586178334055203,AM010
AM010_154,4.56434819146784,0.135143569620758,0.691681257743542,AM010
AM010_155,4.43081679884331,0.0206311749294235,0.586799713812375,AM010
AM010_156,4.40671924726425,0.0629150666152785,0.575895636336512,AM010
AM010_157,4.65396035015752,0.0334958464484289,0.659853871063299,AM010
AM010_158,4.81218435537242,0.354218665687925,0.858714393138608,AM010
AM010_159,4.70048036579242,0.300053744951858,0.849146504245952,AM010
AM010_160,4.71849887129509,0.261830540681986,0.844035847885299,AM010
AM010_161,4.55387689160054,0.282807035340873,0.748949601348114,AM010
AM010_162,4.89034912822175,0.213213903525003,0.674254511135046,AM010
AM010_163,4.55387689160054,0.177209686710891,0.75414175525479,AM010
AM010_164,4.52178857704904,0.0813612948620235,0.791988073155145,AM010
AM010_165,4.70048036579242,0.170978262075391,0.775270038653125,AM010
AM010_166,4.58496747867057,0.324983879665192,0.804988231725048,AM010
AM010_167,4.67282883446191,0.369014227449877,0.873287935383527,AM010
AM010_168,4.47733681447821,0.15678134227558,0.805391485116105,AM010
AM010_169,4.30406509320417,0.0245671633449967,0.663039594116313,AM010
AM010_170,4.70048036579242,0.382423976887805,0.825723277658911,AM010
AM010_171,4.71849887129509,0.486644547039246,0.925644494844895,AM010
AM010_172,4.67282883446191,0.104334021118883,0.583525876914709,AM010
AM010_173,4.23410650459726,0.307304283481611,0.853849995368552,AM010
AM010_174,3.97029191355212,0.293862071309187,0.824703721281388,AM010
AM010_175,4.14313472639153,0.155785845090512,0.521316356198048,AM010
AM010_176,3.87120101090789,0.190238284304757,0.459718905965759,AM010
AM010_177,4.64439089914137,0.190007900052992,0.713321231822833,AM010
AM010_178,4.18965474202643,0.115306948066954,0.522211024087086,AM010
AM010_179,4.64439089914137,0.361172982307892,0.831294432079458,AM010
AM010_180,4.29045944114839,0.138280225997451,0.753984741260167,AM010
AM010_181,4.47733681447821,0.259277615377251,0.739803703865484,AM010
AM010_182,4.44265125649032,0.402742352747086,0.911605119029422,AM010
AM010_183,4.30406509320417,0.0911343624505601,0.699296486337175,AM010
AM010_184,3.80666248977032,0.082181565554811,0.566681069777777,AM010
AM010_185,4.26267987704132,0.243033325162054,0.77506718978962,AM010
AM010_186,4.06044301054642,0.127089390162177,0.639232118176447,AM010
AM010_187,4.72738781871234,0.750282198476803,0.963727146994129,AM010
AM010_188,4.51085950651685,0.268673143118305,0.849144621196243,AM010
AM010_189,4.46590811865458,0.516642837377212,0.883854525633918,AM010
AM010_190,4.15888308335967,0.152623969885434,0.613697924832781,AM010
AM010_191,4.14313472639153,0.262777222133409,0.68678179020376,AM010
AM010_192,4.54329478227,0.356554382982031,0.878652297513358,AM010
AM010_193,4.44265125649032,0.401551788008646,0.875993931050477,AM010
AM010_194,4.40671924726425,0.297068618424996,0.81703632366325,AM010
AM010_195,4.30406509320417,0.113297305379388,0.719442344367132,AM010
AM010_196,3.98898404656427,0.220374450737397,0.823503435608459,AM010
AM010_197,4.29045944114839,0.191245013667959,0.756065801269105,AM010
AM010_198,3.61091791264422,0.240537217888193,0.86344376043473,AM010
AM010_199,4.23410650459726,0.0941015456149634,0.74252952122485,AM010
AM010_200,3.93182563272433,0.149875458194052,0.589404347388368,AM010
AM010_201,4.35670882668959,0.316003749427387,0.936016085857361,AM010
AM010_202,4.07753744390572,0.106917475982215,0.663948560531183,AM010
AM010_203,4.35670882668959,0.273613854450831,0.795610989496746,AM010
AM010_204,4.26267987704132,0.166880020559637,0.852147953052843,AM010
AM010_205,4.11087386417331,0.220831566226932,0.632781258238942,AM010
AM010_206,4.06044301054642,0.0615598319102876,0.502128397001137,AM010
AM010_207,4.21950770517611,0.283541472070674,0.735819819047056,AM010
AM010_208,3.80666248977032,0.0495286495545212,0.55613292979651,AM010
AM010_209,4.49980967033027,0.468405639452779,0.908329350549136,AM010
AM010_210,4.27666611901606,0.221239346063884,0.804517818750909,AM010
AM010_211,4.26267987704132,0.287973581380899,0.819810914237342,AM010
AM010_212,3.66356164612965,0.280932837548655,0.798606277943311,AM010
AM010_213,3.95124371858143,0.155184937103283,0.678266179024365,AM010
AM010_214,3.98898404656427,0.0535713925592376,0.646373276845679,AM010
AM010_215,4.40671924726425,0.178333251009588,0.81027417382057,AM010
AM010_216,3.89182029811063,0.335534389479813,0.801399492203699,AM010
AM010_217,4.14313472639153,0.0254065176420411,0.59887575726439,AM010
AM010_218,4.04305126783455,0.179257992162962,0.77754402108771,AM010
AM010_219,4.11087386417331,0.253434977256676,0.820096892226855,AM010
AM010_220,4.21950770517611,0.351029870550726,0.79215692421865,AM010
AM010_221,4.04305126783455,0.314746986695918,0.798367997748716,AM010
AM010_222,4.17438726989564,0.498827256347833,0.842026378050877,AM010
AM010_223,4.31748811353631,0.201440564525927,0.822813004199266,AM010
AM010_224,3.98898404656427,0.0657154292898141,0.644981336026362,AM010
AM010_225,3.80666248977032,0.155150980469583,0.670798728554588,AM010
AM010_226,4.14313472639153,0.411064139747582,0.845273917402705,AM010
AM010_227,4.12713438504509,0.327947517055429,0.776530384807231,AM010
AM010_228,3.98898404656427,0.233791132154056,0.540706595181022,AM010
AM010_229,4.26267987704132,0.334425650480073,0.772223922562663,AM010
AM010_230,4.21950770517611,0.0607817914674582,0.631077123333985,AM010
AM010_231,3.98898404656427,0.139689193973733,0.823004519399989,AM010
AM010_232,3.80666248977032,0.130947880688804,0.731256976686762,AM010
AM010_233,4.15888308335967,0.172502076759265,0.778630101208597,AM010
AM010_234,3.95124371858143,0.13138665971057,0.800231273470208,AM010
AM010_235,4.44265125649032,0.0952792312666454,0.76288531540262,AM010
AM010_236,3.49650756146648,0.200321464920221,0.657859365814714,AM010
AM010_237,3.78418963391826,0.212897935199475,0.559084834908229,AM010
AM010_238,4.11087386417331,0.262493991375822,0.846790348647688,AM010
AM010_239,3.73766961828337,0.131448609094882,0.734778580820935,AM010
AM010_240,3.61091791264422,0.0372177303300865,0.673768932106857,AM010
AM010_241,4.00733318523247,0.204262670841767,0.761441975425383,AM010
AM010_242,3.71357206670431,0.17149266536059,0.769509470320796,AM010
AM010_243,4.17438726989564,0.515161302080984,0.923371251819163,AM010
AM010_244,3.68887945411394,0.265918759547615,0.544559118432215,AM010
AM010_245,4.18965474202643,0.6215751389454,0.926815911571997,AM010
AM010_246,3.85014760171006,0.14365819519267,0.657213812720052,AM010
AM010_247,3.55534806148941,0.0469127120208696,0.790854061189216,AM010
AM010_248,3.71357206670431,0.0534323512911077,0.571058015892607,AM010
AM010_249,3.58351893845611,0.0766901162649632,0.565298559465556,AM010
AM010_250,3.97029191355212,0.107330774577348,0.648736416129812,AM010
AM010_251,3.80666248977032,0.129503466314779,0.717965220709331,AM010
AM010_252,4.06044301054642,0.426056787048347,0.91042830526257,AM010
AM010_253,3.8286413964891,0.0797320188380409,0.748226713527942,AM010
AM010_254,3.95124371858143,0.195908894876145,0.810067151351807,AM010
AM010_255,3.98898404656427,0.335668449528507,0.891603206451018,AM010
AM010_256,3.73766961828337,0.281468406343182,0.796710865616674,AM010
AM010_257,3.80666248977032,0.0702151349452273,0.710140335125352,AM010
AM010_258,3.89182029811063,0.435875660817114,0.903640693401105,AM010
AM010_259,3.76120011569356,0.115315193670711,0.730407515569991,AM010
AM010_260,3.95124371858143,0.408741903541378,0.898654596459932,AM010
AM010_261,3.87120101090789,0.302624382014542,0.88264119807566,AM010
AM010_262,3.76120011569356,0.241541464859637,0.859612634636325,AM010
AM010_263,3.66356164612965,0.211144146558751,0.783756142104618,AM010
AM010_264,3.76120011569356,0.0772035362939399,0.740130833163802,AM010
AM010_265,3.87120101090789,0.236635427136778,0.714238691156792,AM010
AM010_266,3.8286413964891,0.337610408811162,0.770414505397747,AM010
AM010_267,3.78418963391826,0.442394073578097,0.908460747370571,AM010
AM010_268,4.18965474202643,0.478677778577053,0.965001976687662,AM010
AM010_269,3.98898404656427,0.266342399905406,0.819089703218106,AM010
AM010_270,3.78418963391826,0.362180744567057,0.908025312291125,AM010
AM010_271,3.80666248977032,0.391146463012165,0.820000923981895,AM010
AM010_272,3.85014760171006,0.40266383612652,0.95141988652253,AM010
AM010_273,3.43398720448515,0.105004845690489,0.630871570386163,AM010
AM010_274,3.95124371858143,0.51261648628761,0.911839526594098,AM010
AM010_275,3.66356164612965,0.305178421298708,0.849620348840258,AM010
AM010_276,3.76120011569356,0.188351551601176,0.854432029430427,AM010
AM010_277,4.0943445622221,0.250874197301339,0.651450612516189,AM010
AM010_278,3.61091791264422,0.137831294637224,0.667052319011369,AM010
AM010_279,3.78418963391826,0.354483386628585,0.89645178342512,AM010
AM010_280,3.55534806148941,0.0333581392186252,0.705930882735909,AM010
AM010_281,3.71357206670431,0.128205381861658,0.822966714160341,AM010
AM010_282,3.58351893845611,0.397661138691145,0.882908940217056,AM010
AM010_283,3.58351893845611,0.102270926839679,0.710020013558824,AM010
AM010_284,3.55534806148941,0.112585851247867,0.840066089987977,AM010
AM010_285,3.76120011569356,0.361424226096134,0.810496543806838,AM010
AM010_286,3.71357206670431,0.21911084727073,0.784402790866829,AM010
AM010_287,3.66356164612965,0.232684684254484,0.843450037794924,AM010
AM010_288,3.52636052461616,0.264124904058755,0.87856903394968,AM010
AM010_289,4.07753744390572,0.10881242184346,0.650177173692361,AM010
AM010_290,3.43398720448515,0.139964933721067,0.804134409812077,AM010
AM010_291,3.46573590279973,0.216047497625324,0.752489758268922,AM010
AM010_292,3.68887945411394,0.398073419899226,0.961935216094371,AM010
AM010_293,3.46573590279973,0.15964336649081,0.783185419935005,AM010
AM010_294,3.52636052461616,0.170137173011355,0.816162265738583,AM010
AM010_295,3.49650756146648,0.212748280818497,0.832480141429441,AM010
AM010_296,3.55534806148941,0.352897445771908,0.941975822682215,AM010
AM010_297,3.91202300542815,0.105154120409359,0.645240119685984,AM010
AM010_298,3.58351893845611,0.50803392595031,0.858098633598629,AM010
AM010_299,3.49650756146648,0.358113545532541,0.87411917287547,AM010
AM010_300,3.49650756146648,0.180103288191524,0.893595907838548,AM010
AM010_301,3.55534806148941,0.124435660631512,0.685608805599711,AM010
AM010_302,3.46573590279973,0.184136759652656,0.794263866881665,AM010
AM010_303,3.52636052461616,0.54543382006471,0.925416303249218,AM010
AM010_304,3.49650756146648,0.377066524893461,0.90464069558481,AM010
AM010_305,3.52636052461616,0.478964488772224,0.951557929727198,AM010
AM010_306,3.71357206670431,0.163126543303632,0.808957729327587,AM010
AM010_307,3.49650756146648,0.40276363266461,0.876680327494505,AM010
AM010_308,3.52636052461616,0.401340685719648,0.936629023510656,AM010
AM010_309,3.55534806148941,0.0746726764685786,0.637328264465647,AM010
AM010_310,3.85014760171006,0.28925196565003,0.787494508833107,AM010
